Game_ID,Game_Number,Date_Played,Time_Played,Hour_Played,Session_Number,Session_ID,Game_Number_Session,Time_Played_Session,Previous14_Total_Games,Previous14_Time_Played,Previous14_Avg_Placement,Previous14_Top1s_Games,Previous14_Top3s_Games,Previous14_Top5s_Games,Previous14_DamageDealt,Previous14_600Dmg_Games,Previous14_900Dmg_Games,Previous14_1200Dmg_Games,Previous14_Kills,Previous14_1Kills_Games,Previous14_2Kills_Games,Previous14_3Kills_Games,Previous14_Knockdowns,Previous14_1Knockdowns_Games,Previous14_2Knockdowns_Games,Previous14_3Knockdowns_Games,Previous30_Total_Games,Previous30_Time_Played,Season,Gametype,Map,Landing_Site,Death_Site,Hot_Zone_Binary,Hot_Zone,Jumpmaster_Legend,Jumpmaster,Legend_Selected,Legend_Class,Legend_Season,Legend_New,Legend_OG,Legend_CoverGen,Legend_DamageDeal,Legend_Fortify,Legend_Revive,Legend_Scan,Legend_Movement,Legend_TeamMovement,Legend_Selected_Favourite,Legend_Selection_Number,Second_Legend_Selected,Second_Legend_Class,Second_Legend_Season,Second_Legend_New,Second_Legend_OG,Second_Legend_CoverGen,Second_Legend_DamageDeal,Second_Legend_Fortify,Second_Legend_Revive,Second_Legend_Scan,Second_Legend_Movement,Second_Legend_TeamMovement,Third_Legend_Selected,Third_Legend_Class,Third_Legend_Season,Third_Legend_New,Third_Legend_OG,Third_Legend_CoverGen,Third_Legend_DamageDeal,Third_Legend_Fortify,Third_Legend_Revive,Third_Legend_Scan,Third_Legend_Movement,Third_Legend_TeamMovement
GID-292,292,2021/02/20,18:52,18,40,SID-40,9,305520,94,3434160,10.51063829787234,6,12,25,59027,40,23,18,113,50,29,21,172,64,42,33,259,9735000,8,Ranked,Kings Canyon,Runoff,Bunker,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,1,Mirage,Support,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,Has Revive,No Scan,No Movement,No Team Movement,Octane,Skirmisher,1,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,Has Team Movement,No New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad Has Revive,Squad No Scan,Squad Has Team Movement,,Pre-Collection,935,175,0,1110,900 - 949,150 - 199,0 - 49,900 - 999,100 - 199,0 - 99,750 - 999,0 - 249,0 - 249,760,935,1695,1,1st,2,,660,108,61,40,160761,107,61,40,160352,107,61,40,Plat 3,Plat 4,Plat 3,18,17,18,Platinum,Platinum,Platinum,Platinum,17,Correct Rank TMs,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,12:49,46140,769,15+,15+,10:07,36420,607,15+,15+,09:35,34500,575,15+,15+,0,0,0,0,0 - 0,0 - 0,0 - 0,4,130,75,44,278,129,74,43,277,128,74,43,3,3 - 3,4,174,114,74,433,173,113,73,430,172,112,72,Octane,Mirage,Bangalore,3rd,12,12th,1,21,46,82,837,20,45,81,495,20,45,81,0,0,0,0,0,0,0,0,0,FALSE,Xbox,PS4,Longbow,Sniper,Sniper,Volt,Energy,SMG
GID-293,293,2021/02/20,19:08,19,40,SID-40,10,351660,95,3480300,10.526315789473685,6,12,25,59962,41,24,18,113,50,29,21,175,65,43,34,260,9781140,8,Ranked,Kings Canyon,Runoff,Containment,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,3,Bloodhound,Recon,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,Lifeline,Support,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,Has Revive,No Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad Has Revive,Squad Has Scan,Squad No Team Movement,,Pre-Collection,510,11,12,533,500 - 549,0 - 49,0 - 49,500 - 599,0 - 99,0 - 99,500 - 749,0 - 249,0 - 249,499,498,997,1,1st,2,,935,109,62,40,161058,107,61,40,160352,107,61,40,Plat 3,Unknown,Unknown,18,,,Platinum,Unknown,Unknown,Platinum,17,Unknown,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,11:34,41640,694,15+,15+,11:34,41640,694,15+,15+,11:34,41640,694,15+,15+,0,0,0,0,0 - 0,0 - 0,0 - 0,0,130,75,44,278,129,74,43,277,128,74,43,0,0 - 0,3,175,115,75,433,173,113,73,430,172,112,72,Bloodhound,Lifeline,Bangalore,3rd,9,9th,12,21,46,82,843,20,45,81,498,20,45,81,0,0,0,0,0,0,0,0,0,FALSE,Xbox,PS4,Longbow,Sniper,Sniper,R-99,Light,SMG
GID-294,294,2021/02/20,19:23,19,40,SID-40,11,393300,96,3521940,10.510416666666666,6,12,25,60472,41,24,18,113,50,29,21,175,65,43,34,261,9822780,8,Ranked,Kings Canyon,Runoff,No Death,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,3,Lifeline,Support,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,Has Revive,No Scan,No Movement,No Team Movement,Horizon,Skirmisher,7,New Legend,OG-Legend,No Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,Has Team Movement,New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad Has Revive,Squad No Scan,Squad Has Team Movement,,Pre-Collection,1874,2430,1417,5721,1850 - 1899,2400 - 2449,1400 - 1449,1800 - 1899,2400 - 2499,1400 - 1499,1750 - 1999,2250 - 2499,1250 - 1499,-556,457,-99,2,2nd,1,,510,109,62,40,161718,108,61,40,160761,107,61,40,Plat 3,Plat 3,Plat 3,18,18,18,Platinum,Platinum,Platinum,Platinum,17,Correct Rank TMs,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,20:49,74940,1249,15+,15+,20:49,74940,1249,15+,15+,20:49,74940,1249,15+,15+,4,4,4,12,4 - 4,4 - 4,4 - 4,0,130,75,44,282,130,75,44,278,129,74,43,4,4 - 4,0,175,115,75,437,174,114,74,433,173,113,73,,,,,1,1st,9,21,46,82,843,21,46,82,502,20,45,81,0,3,0,3,0,0,0,0,3,FALSE,Xbox,PS4,30-30 Repeater,Heavy,Assault Rifle,R-99,Light,SMG
GID-295,295,2021/02/20,19:52,19,40,SID-40,12,468240,97,3596880,10.412371134020619,7,13,26,62346,42,25,19,117,51,30,22,179,66,44,35,262,9897720,8,Ranked,Kings Canyon,Spotted Lake,No Death,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,2,Lifeline,Support,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,Has Revive,No Scan,No Movement,No Team Movement,Crypto,Recon,3,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad Has Revive,Squad Has Scan,Squad No Team Movement,,Pre-Collection,2060,2571,1909,6540,2050 - 2099,2550 - 2599,1900 - 1949,2000 - 2099,2500 - 2599,1900 - 1999,2000 - 2249,2500 - 2749,1750 - 1999,-511,151,-360,2,2nd,1,,1874,110,63,41,162653,109,62,40,161058,107,61,40,Plat 3,Plat 3,Unknown,18,18,,Platinum,Platinum,Unknown,Platinum,17,Unknown,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,21:46,78360,1306,15+,15+,21:46,78360,1306,15+,15+,21:46,78360,1306,15+,15+,2,6,9,17,2 - 2,6 - 6,7+,4,131,76,45,282,130,75,44,278,129,74,43,4,4 - 4,4,176,116,76,440,175,115,75,433,173,113,73,,,,,1,1st,1,22,47,83,847,21,46,82,505,20,45,81,2,3,1,6,0,0,0,0,6,FALSE,Xbox,PS4,R-99,Light,SMG,Longbow,Sniper,Sniper
GID-296,296,2021/02/21,09:02,9,41,SID-41,1,0,88,3439320,9.920454545454545,8,14,26,59919,41,24,19,112,49,29,20,170,60,42,34,260,9844800,8,Ranked,Kings Canyon,Runoff,Capacitor,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,2,Horizon,Skirmisher,7,New Legend,Non OG-Legend,No Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,Has Team Movement,Octane,Skirmisher,1,Old Legend,Non OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,Has Team Movement,New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad No Revive,Squad No Scan,Squad Has Team Movement,,Pre-Collection,586,897,143,1626,550 - 599,850 - 899,100 - 149,500 - 599,800 - 899,100 - 199,500 - 749,750 - 999,0 - 249,-311,443,132,2,2nd,1,,2060,109,63,41,160508,107,61,39,159063,106,60,39,Plat 2,Unknown,Unknown,19,,,Platinum,Unknown,Unknown,Platinum,17,Unknown,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,14:28,52080,868,15+,15+,14:19,51540,859,15+,15+,05:43,20580,343,15+,15+,2,2,0,4,2 - 2,2 - 2,0 - 0,2,130,76,44,278,128,74,43,278,128,74,43,2,2 - 2,4,175,115,76,433,173,113,74,430,172,112,73,Octane,Horizon,Bangalore,3rd,6,6th,1,23,47,82,842,21,45,80,501,21,45,80,0,0,0,0,0,1,0,1,1,FALSE,PS4,PS4,R-99,Light,SMG,R-99,Light,SMG
GID-297,297,2021/02/21,09:24,9,41,SID-41,2,52080,89,3491400,9.876404494382022,8,14,26,60505,41,24,19,114,50,30,20,172,61,43,34,261,9896880,8,Ranked,Kings Canyon,Runoff,Capacitor,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,1,Bloodhound,Recon,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,Horizon,Skirmisher,7,New Legend,OG-Legend,No Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,Has Team Movement,New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad No Revive,Squad Has Scan,Squad Has Team Movement,,Pre-Collection,531,1354,265,2150,500 - 549,1350 - 1399,250 - 299,500 - 599,1300 - 1399,200 - 299,500 - 749,1250 - 1499,250 - 499,-823,266,-557,2,2nd,1,,586,109,63,41,162382,108,62,40,159998,107,61,39,Plat 2,Unknown,Unknown,19,,,Platinum,Unknown,Unknown,Platinum,17,Unknown,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,15:44,56640,944,15+,15+,15:44,56640,944,15+,15+,08:29,30540,509,15+,15+,1,4,1,6,1 - 1,4 - 4,1 - 1,2,131,77,44,282,129,75,44,278,128,74,43,3,3 - 3,2,176,116,76,437,174,114,75,433,173,113,74,Horizon,Bangalore,Bloodhound,2nd,7,7th,6,23,47,82,843,22,46,81,503,21,45,80,2,0,0,2,0,0,0,0,2,FALSE,PS4,PS4,R301,Light,Assault Rifle,Volt,Energy,SMG
GID-298,298,2021/02/21,10:46,10,41,SID-41,3,108720,89,3516420,9.808988764044944,8,14,26,60227,40,24,19,114,50,30,20,173,61,43,35,262,9953520,8,Ranked,Kings Canyon,Water Treatment,Artillery,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,1,Wraith,Skirmisher,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Caustic,Controller,0,Old Legend,OG-Legend,No Cover-Gen,Has Damage Dealing,Has Fortify,No Revive,No Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad Has Fortify,Squad No Revive,Squad No Scan,Squad No Team Movement,,Pre-Collection,1377,1337,962,3676,1350 - 1399,1300 - 1349,950 - 999,1300 - 1399,1300 - 1399,900 - 999,1250 - 1499,1250 - 1499,750 - 999,40,415,455,1,1st,2,,531,109,63,41,164442,109,63,41,160508,107,61,39,Plat 2,Plat 1,Plat 2,19,20,19,Platinum,Platinum,Platinum,Platinum,17,Correct Rank TMs,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,17:38,63480,1058,15+,15+,19:46,71160,1186,15+,15+,17:47,64020,1067,15+,15+,6,3,3,12,6 - 6,3 - 3,3 - 3,1,132,77,44,284,130,76,44,278,128,74,43,6,6 - 6,3,177,117,77,441,175,115,76,433,173,113,74,Bangalore,Caustic,Wraith,1st,4,4th,7,23,47,82,843,23,47,82,505,21,45,80,0,0,1,1,0,0,0,0,1,FALSE,Unknown,Unknown,Triple Take,Sniper,Sniper,R-99,Light,SMG
GID-299,299,2021/02/21,13:26,13,41,SID-41,4,172200,87,3493500,9.64367816091954,8,14,26,60070,40,24,19,116,49,30,20,174,60,43,35,263,10017000,8,Ranked,Kings Canyon,Runoff,Runoff,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,1,Horizon,Skirmisher,7,New Legend,Non OG-Legend,No Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,Has Team Movement,Bloodhound,Recon,0,Old Legend,Non OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad No Revive,Squad Has Scan,Squad Has Team Movement,,Pre-Collection,222,133,497,852,200 - 249,100 - 149,450 - 499,200 - 299,100 - 199,400 - 499,0 - 249,0 - 249,250 - 499,89,-275,-186,2,2nd,1,,1377,110,64,42,165028,109,63,41,162382,108,62,40,Plat 1,Plat 4,Plat 3,20,17,18,Platinum,Platinum,Platinum,Platinum,17,Correct Rank TMs,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,03:30,12600,210,15+,15+,02:41,9660,161,15+,15+,03:22,12120,202,15+,15+,1,2,0,3,1 - 1,2 - 2,0 - 0,6,133,78,45,286,131,77,44,282,129,75,44,1,1 - 1,6,178,118,78,443,176,116,76,437,174,114,75,Horizon,Bloodhound,Bangalore,3rd,16,16th,4,23,47,83,845,23,47,82,505,22,46,81,0,1,1,2,0,0,0,0,2,TRUE,Xbox,Xbox,Eva-8,Shotgun,Shotgun,Alternator,Light,SMG
GID-300,300,2021/02/21,14:19,14,41,SID-41,5,184800,88,3506100,9.715909090909092,8,14,26,60292,40,24,19,117,50,30,20,175,61,43,35,264,10029600,8,Ranked,Kings Canyon,Runoff,Runoff,,Pre-Collection,,Pre-Collection,Wraith,Skirmisher,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Non Favourite Legend,2,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Lifeline,Support,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,Has Revive,No Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad Has Revive,Squad No Scan,Squad No Team Movement,,Pre-Collection,174,124,76,374,150 - 199,100 - 149,50 - 99,100 - 199,100 - 199,0 - 99,0 - 249,0 - 249,0 - 249,50,98,148,1,1st,2,,222,110,64,42,165559,109,63,41,164442,109,63,41,Plat 1,Gold 1,Plat 3,20,16,18,Platinum,Gold,Platinum,Platinum,17,Lower Rank TM,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,01:58,7080,118,15+,15+,01:58,7080,118,15+,15+,01:39,5940,99,15+,15+,0,0,0,0,0 - 0,0 - 0,0 - 0,1,134,78,45,287,132,77,44,284,130,76,44,1,1 - 1,1,179,118,78,446,177,117,77,441,175,115,76,Lifeline,Wraith,Bangalore,2nd,19,19th,16,23,47,83,847,23,47,82,506,23,47,82,0,0,0,0,0,0,0,0,0,TRUE,Xbox,Xbox,Flatline,Heavy,Assault Rifle,Alternator,Light,SMG
GID-301,301,2021/02/21,17:20,17,41,SID-41,6,191880,89,3513180,9.820224719101123,8,14,26,60466,40,24,19,117,50,30,20,176,62,43,35,265,10036680,8,Ranked,Kings Canyon,Water Treatment,Water Treatment,,Pre-Collection,,Pre-Collection,Wraith,Skirmisher,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Non Favourite Legend,2,Crypto,Recon,3,Old Legend,Non OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,Caustic,Controller,0,Old Legend,Non OG-Legend,No Cover-Gen,Has Damage Dealing,Has Fortify,No Revive,No Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad No Cover-Gen,Squad Has Damage,Squad Has Fortify,Squad No Revive,Squad Has Scan,Squad No Team Movement,,Pre-Collection,0,48,103,151,0 - 49,0 - 49,100 - 149,0 - 99,0 - 99,100 - 199,0 - 249,0 - 249,0 - 249,-48,-103,-151,3,3rd,0,,174,110,64,42,166936,110,64,42,165028,109,63,41,Plat 1,Gold 3,Plat 1,20,14,20,Platinum,Gold,Platinum,Platinum,17,Lower Rank TM,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,01:07,4020,67,15+,15+,01:05,3900,65,15+,15+,00:59,3540,59,15+,15+,0,0,0,0,0 - 0,0 - 0,0 - 0,0,134,78,45,293,133,78,45,286,131,77,44,0,0 - 0,1,180,118,78,452,178,118,78,443,176,116,76,Caustic,Wraith,Crypto,2nd,20,20th,19,23,47,83,849,23,47,83,507,23,47,82,0,0,0,0,0,0,0,0,0,TRUE,PS4,PS4,G7-Scout,Light,Assault Rifle,Wingman,Heavy,Pistol
GID-302,302,2021/02/21,17:24,17,41,SID-41,7,195900,90,3517200,9.933333333333334,8,14,26,60466,40,24,19,117,50,30,20,176,62,43,35,266,10040700,8,Special GM,Kings Canyon,Runoff,Bunker,,Pre-Collection,,Pre-Collection,Wraith,Skirmisher,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Non Favourite Legend,3,Crypto,Recon,3,Old Legend,Non OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,Bloodhound,Recon,0,Old Legend,Non OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad No Cover-Gen,Squad No Damage,Squad No Fortify,Squad No Revive,Squad Has Scan,Squad No Team Movement,,Pre-Collection,990,543,143,1676,950 - 999,500 - 549,100 - 149,900 - 999,500 - 599,100 - 199,750 - 999,500 - 749,0 - 249,447,847,1294,1,1st,2,,0,110,64,42,167158,110,64,42,165559,109,63,41,,,,,,,,,,Non-Ranked,,Non-Ranked,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,06:18,22680,378,15+,15+,06:58,25080,418,15+,15+,05:31,19860,331,15+,15+,2,1,2,5,2 - 2,1 - 1,2 - 2,0,134,78,45,294,134,78,45,287,132,77,44,3,3 - 3,0,180,118,78,453,179,118,78,446,177,117,77,Caustic,Wraith,Crypto,2nd,5,5th,20,23,47,83,854,23,47,83,508,23,47,82,0,0,0,0,0,0,0,0,0,FALSE,PS4,PS4,Triple Take,Sniper,Sniper,Volt,Energy,SMG
GID-303,303,2021/02/21,17:33,17,41,SID-41,8,218580,91,3539880,9.87912087912088,8,14,27,61456,41,25,19,119,51,31,20,179,63,44,36,267,10063380,8,Special GM,Olympus,Gardens,No Death,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,2,Rampart,Controller,6,New Legend,Non OG-Legend,Has Cover-Gen,Has Damage Dealing,Has Fortify,No Revive,No Scan,No Movement,No Team Movement,Loba,Support,5,Old Legend,Non OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,No Team Movement,New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad Has Fortify,Squad No Revive,Squad No Scan,Squad No Team Movement,,Pre-Collection,1509,1327,922,3758,1500 - 1549,1300 - 1349,900 - 949,1500 - 1599,1300 - 1399,900 - 999,1500 - 1749,1250 - 1499,750 - 999,182,587,769,1,1st,2,,990,111,65,42,167332,110,64,42,166936,110,64,42,,,,,,,,,,Non-Ranked,,Non-Ranked,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,17:14,62040,1034,15+,15+,17:14,62040,1034,15+,15+,17:14,62040,1034,15+,15+,2,4,5,11,2 - 2,4 - 4,5 - 5,2,135,79,45,294,134,78,45,293,133,78,45,3,3 - 3,3,181,119,79,454,180,118,78,452,178,118,78,,,,,1,1st,5,23,47,84,860,23,47,83,509,23,47,83,1,0,0,1,0,0,0,0,1,FALSE,PS4,Xbox,Longbow,Sniper,Sniper,R-99,Light,SMG
GID-304,304,2021/02/21,17:54,17,41,SID-41,9,280620,92,3601920,9.782608695652174,9,15,28,62965,42,26,20,121,52,32,20,182,64,45,37,268,10125420,8,Ranked,Kings Canyon,Runoff,The Pit,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,1,Lifeline,Support,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,Has Revive,No Scan,No Movement,No Team Movement,Wraith,Skirmisher,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad Has Revive,Squad No Scan,Squad No Team Movement,,Pre-Collection,983,666,704,2353,950 - 999,650 - 699,700 - 749,900 - 999,600 - 699,700 - 799,750 - 999,500 - 749,500 - 749,317,279,596,1,1st,2,,1509,112,66,43,167332,110,64,42,167158,110,64,42,Plat 2,Plat 2,Plat 3,19,19,18,Platinum,Platinum,Platinum,Platinum,17,Correct Rank TMs,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,15:34,56040,934,15+,15+,15:09,54540,909,15+,15+,15:33,55980,933,15+,15+,5,1,2,8,5 - 5,1 - 1,2 - 2,2,136,80,45,294,134,78,45,294,134,78,45,5,5 - 5,3,182,120,80,454,180,118,78,453,179,118,78,Lifeline,Bangalore,Wraith,2nd,4,4th,1,24,48,85,867,23,47,83,512,23,47,83,1,2,0,3,0,0,0,0,3,FALSE,Xbox,PS4,Triple Take,Sniper,Sniper,Volt,Energy,SMG
GID-305,305,2021/02/22,08:11,8,42,SID-42,1,0,91,3574020,9.725274725274724,9,15,29,62510,42,26,20,118,51,31,19,178,63,44,36,264,9901200,8,Special GM,Olympus,Hammond Labs,Hammond Labs,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,3,Bloodhound,Recon,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,Has Scan,No Movement,No Team Movement,Horizon,Skirmisher,7,New Legend,OG-Legend,No Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,Has Movement,Has Team Movement,New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad No Fortify,Squad No Revive,Squad Has Scan,Squad Has Team Movement,,Pre-Collection,75,40,216,331,50 - 99,0 - 49,200 - 249,0 - 99,0 - 99,200 - 299,0 - 249,0 - 249,0 - 249,35,-141,-106,2,2nd,1,,983,110,65,42,163938,108,63,41,162948,107,62,41,,,,,,,,,,Non-Ranked,,Non-Ranked,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,04:18,15480,258,15+,15+,04:18,15480,258,15+,15+,04:18,15480,258,15+,15+,0,0,0,0,0 - 0,0 - 0,0 - 0,5,133,79,45,289,131,77,44,287,130,76,44,0,0 - 0,5,178,117,79,445,176,115,77,442,175,114,76,Bangalore,Bloodhound,Horizon,1st,10,10th,4,23,46,81,863,22,45,79,512,22,45,78,0,0,0,0,0,0,0,0,0,FALSE,PS4,PS4,Triple Take,Sniper,Sniper,R-99,Light,SMG
GID-306,306,2021/02/22,08:25,8,42,SID-42,2,15480,92,3589500,9.728260869565217,9,15,29,62585,42,26,20,118,51,31,19,178,63,44,36,265,9916680,8,Special GM,Olympus,Gardens,Gardens,,Pre-Collection,,Pre-Collection,Bangalore,Assault,0,Old Legend,OG-Legend,Has Cover-Gen,Has Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,Favourite Legend,1,Caustic,Controller,0,Old Legend,OG-Legend,No Cover-Gen,Has Damage Dealing,Has Fortify,No Revive,No Scan,No Movement,No Team Movement,Wraith,Skirmisher,0,Old Legend,OG-Legend,No Cover-Gen,No Damage Dealing,No Fortify,No Revive,No Scan,No Movement,No Team Movement,No New Legend Squad,Squad OG-Legend,Squad Has Cover-Gen,Squad Has Damage,Squad Has Fortify,Squad No Revive,Squad No Scan,Squad No Team Movement,,Pre-Collection,64,86,46,196,50 - 99,50 - 99,0 - 49,0 - 99,0 - 99,0 - 99,0 - 249,0 - 249,0 - 249,-22,18,-4,2,2nd,1,,75,110,65,42,165447,109,64,42,162948,107,62,41,,,,,,,,,,Non-Ranked,,Non-Ranked,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,Pre-Collection,,,01:22,4920,82,15+,15+,01:01,3660,61,15+,15+,01:22,4920,82,15+,15+,0,0,0,0,0 - 0,0 - 0,0 - 0,0,133,79,45,291,132,78,44,287,130,76,44,0,0 - 0,0,178,117,79,448,177,116,78,442,175,114,76,Caustic,Bangalore,Wraith,2nd,17,17th,10,23,46,81,863,23,46,80,516,22,45,78,0,0,0,0,0,0,0,0,0,TRUE,PS4,PS4,Mozambique,Shotgun,Shotgun,R-99,Light,SMG
